ID,time,day of week,day of year,latitude,longitude
2600,12600,0,47,41.750773621,-87.634642001
2601,16200,6,46,41.932798172,-87.704999856
2599,30300,5,45,41.911088825,-87.687240246
2598,83700,2,42,41.69073279,-87.626461055
2597,35820,1,41,41.903519304,-87.694432008
2596,74460,0,40,41.969927361,-87.657643559
2595,65760,0,40,41.873745624,-87.745020313
2620,85440,6,39,41.880908996,-87.711842908
2619,85440,6,39,41.880908996,-87.711842908
2621,85440,6,39,41.880908996,-87.711842908
2594,26100,6,39,41.846268233,-87.709308223
2622,55800,3,36,41.846966086,-87.682263099
2592,13200,3,36,41.733739365,-87.631884662
2593,10800,3,36,41.798780407,-87.601289856
2591,85860,1,34,41.750178037,-87.618128118
2590,78000,0,33,41.73708002,-87.661881538
2589,50400,0,33,41.769742848,-87.582118129
2588,5400,6,32,41.962012411,-87.727854654
2587,2340,6,32,41.846455512,-87.694948704
2585,59280,4,30,41.866689176,-87.722752323
2584,27840,4,30,36.619446395,-91.686565684
2583,49680,2,28,41.847898532,-87.725206593
2582,3600,2,28,41.931008673,-87.704951268
2580,55380,1,27,41.775718064,-87.672942665
2581,52080,1,27,41.798391693,-87.674429951
2579,70500,0,26,42.012697523,-87.671159228
2578,64980,0,26,41.897021372,-87.75075343
2577,82440,4,23,41.904696482,-87.662651838
2576,2700,4,23,41.76150132,-87.648351216
2575,74700,2,21,41.829871592,-87.612783614
2574,300,2,21,41.738628508,-87.664353277
2573,36000,0,19,41.782250797,-87.726938243
2572,9600,6,18,41.792206818,-87.615915568
2571,18000,5,17,41.757085143,-87.6514805
2570,6960,5,17,41.899588671,-87.746722619
2569,16860,4,16,41.90937568,-87.766048923
2568,67140,3,15,41.765305543,-87.637948287
2567,3600,2,14,41.769223878,-87.587971059
2566,42840,1,13,41.863995852,-87.709253349
2586,22800,6,11,41.74974794,-87.63792199
2565,13200,6,11,41.767792961,-87.654186031
2564,78060,5,10,41.876650547,-87.755587101
2563,9660,5,10,41.869824468,-87.724040559
2562,3900,3,8,41.74802323,-87.662163291
2560,76800,0,5,41.792394126,-87.731716204
2561,66120,0,5,41.736800426,-87.556957401
2559,45360,6,4,41.749647411,-87.644010048
2558,72960,4,2,41.921644056,-87.723022368
2554,46860,2,365,41.870117326,-87.69906041
2553,85920,1,364,41.75216896,-87.605227966
2555,76500,1,364,41.90342443,-87.661930465
2552,67500,1,364,41.893867583,-87.768753523
2551,47460,1,364,41.855001925,-87.726479097
2556,32400,1,364,41.740484569,-87.557554245
2550,120,1,364,41.917130084,-87.7293042
2549,73200,0,363,41.681524243,-87.635226898
2548,8700,0,363,41.676018746,-87.639700915
2547,24300,6,362,41.887436853,-87.755320989
2546,70200,5,361,41.685474655,-87.607964681
2545,3600,4,360,41.785078849,-87.615745705
2544,61800,1,357,41.776930436,-87.669029392
2543,15240,0,356,41.818381505,-87.704377004
2542,24000,6,355,41.795167714,-87.688064764
2541,6600,1,350,41.741880833,-87.568519029
2540,79200,0,349,41.73493612,-87.667912515
2538,21300,0,349,41.768366653,-87.58950958
2539,7380,0,349,41.848288886,-87.693506411
2537,3600,0,349,41.648611226,-87.580010855
2536,1440,0,349,41.858829377,-87.727889237
2535,39300,5,347,41.742678694,-87.628031524
2534,7020,5,347,41.93691011,-87.70020359
2531,3060,5,347,41.865132942,-87.662687356
2532,76800,4,346,41.881836974,-87.743668171
2533,72180,4,346,41.749416552,-87.65734811
2530,60000,4,346,41.865132942,-87.662687356
2557,77100,3,345,41.745106644,-87.585384526
2529,69420,2,344,41.74519462,-87.58583056
2528,49860,2,344,41.855725091,-87.727268803
2527,83280,1,343,41.865132942,-87.662687356
2526,21600,6,341,41.965553431,-87.712116667
2525,17460,6,341,41.843709107,-87.730615496
2523,42000,5,340,41.852766136,-87.694243614
2524,83040,4,339,41.858426303,-87.661333144
2522,85140,3,338,41.898650538,-87.748953467
2521,53700,3,338,41.774277711,-87.711876223
2519,75000,2,337,41.71342313,-87.626055008
2518,56160,2,337,41.71342313,-87.626055008
2520,35940,2,337,41.778099133,-87.633828531
2517,11760,2,337,41.801219443,-87.650194938
2516,16800,1,336,41.747405985,-87.681265526
2515,60300,0,335,41.884528849,-87.738832642
2513,20400,5,333,41.910300207,-87.689011633
2512,57000,2,330,41.712456039,-87.620106677
2511,46500,2,330,41.733493099,-87.664216054
2510,3360,2,330,41.735993617,-87.568416679
2508,12600,6,327,41.789931189,-87.664480186
2509,10200,6,327,41.885001213,-87.725791327
2507,49800,5,326,41.963531899,-87.660196707
2506,33600,5,326,41.900358565,-87.761713484
2504,78660,4,325,41.654530413,-87.548377295
2514,75900,4,325,41.903146051,-87.756641346
2503,51600,4,325,41.90834437,-87.763383589
2505,21900,4,325,41.809582474,-87.668644462
2500,12600,4,325,41.749550092,-87.554066316
2499,71040,2,323,41.844537371,-87.703416247
2502,60600,2,323,41.72408434,-87.64449948
2498,43320,2,323,42.019450952,-87.680742064
2501,60,2,323,41.905431272,-87.648129987
2496,83100,1,322,42.019450952,-87.680742064
2497,47400,1,322,41.651836099,-87.613453948
2495,66900,0,321,41.89132081,-87.752226583
2494,24300,6,320,41.689293714,-87.540101542
2493,8520,6,320,41.910889814,-87.688450951
2490,85800,5,319,36.619446395,-91.686565684
2492,82560,5,319,41.923743355,-87.719412281
2491,80160,5,319,41.923743355,-87.719412281
2489,24540,4,318,41.749390928,-87.667055985
2488,60,4,318,41.851670717,-87.714199835
2487,33900,3,317,41.846547494,-87.737609902
2485,33900,3,317,41.846547494,-87.737609902
2486,33900,3,317,41.846547494,-87.737609902
2484,33000,3,317,41.846547494,-87.737609902
2483,8400,2,316,41.709015404,-87.621554707
2482,43200,1,315,41.680213902,-87.613661239
2481,85920,0,314,41.84745149,-87.712434768
2477,76500,0,314,41.799705551,-87.742947396
2480,71100,0,314,41.918209355,-87.786983918
2479,67500,0,314,41.790356297,-87.667269993
2478,53880,0,314,41.721672437,-87.62782172
2476,7140,3,310,41.770522707,-87.616996711
2475,76800,2,309,41.884672022,-87.685156161
2474,60,2,309,41.696132712,-87.631235244
2473,46800,1,308,41.946643714,-87.705676293
2472,7200,1,308,41.787970203,-87.787753802
2471,67920,0,307,41.896410339,-87.735978707
2468,2700,0,307,41.784495643,-87.653412131
2470,48360,6,306,41.706486077,-87.608098429
2469,13500,6,306,41.783526901,-87.704479427
2466,81240,5,305,41.779670942,-87.650134051
2465,80700,5,305,41.876223867,-87.721938217
2464,34320,5,305,41.935742731,-87.729551259
2467,3600,5,305,41.723033453,-87.60622368
2462,83700,3,303,41.874810426,-87.758027058
2461,3900,3,303,41.873069563,-87.748051988
2460,85500,2,302,41.871058927,-87.696638876
2459,78960,2,302,41.718418207,-87.645563618
2458,80640,1,301,41.902008675,-87.695185411
3116391,85500,0,300,41.787402391,-87.659559966
2457,8700,6,299,41.812130898,-87.615135713
2456,74040,4,297,41.937604067,-87.721400058
2455,9900,4,297,41.796336771,-87.617644483
2454,70380,3,296,41.784413196,-87.636447538
2463,17100,1,294,41.777575638,-87.787929901
2453,33000,0,293,41.877231343,-87.714316703
2452,19800,0,293,41.751320646,-87.602151846
2451,10380,5,291,41.767405732,-87.571438037
2450,5100,5,291,41.98765541,-87.666651781
2449,81180,4,290,41.903675718,-87.691969241
2447,74400,4,290,41.966391234,-87.653654567
2448,70200,4,290,41.932845624,-87.708667158
2446,5760,4,290,41.704026818,-87.618555581
2445,5760,4,290,41.704026818,-87.618555581
2443,55560,2,288,41.884469922,-87.743904698
2444,54300,2,288,41.788437135,-87.675686957
2442,84660,1,287,41.737298961,-87.653378911
2441,73080,1,287,41.872059817,-87.687167147
2440,4500,0,286,41.804656783,-87.625958436
2436,51540,6,285,41.727607782,-87.661606514
2435,36900,6,285,41.890811871,-87.677594428
2439,21600,6,285,41.797198765,-87.64280025
2438,10500,6,285,41.732600881,-87.635557058
2437,3600,6,285,41.763716858,-87.584713912
2434,74040,4,283,41.894496091,-87.745792225
2433,62100,4,283,41.968384343,-87.714961026
2432,5400,4,283,41.919587966,-87.697611734
2431,13260,3,282,41.738085592,-87.562379266
2429,61500,2,281,41.719832872,-87.598347799
2430,12000,2,281,41.7632645,-87.613994834
2426,61200,1,280,41.80098513,-87.651404057
2427,61200,1,280,41.80098513,-87.651404057
2428,24300,1,280,41.79501116,-87.670687331
2425,82800,0,279,41.697139573,-87.619602187
2421,83400,6,278,41.747170897,-87.605119541
2424,77100,6,278,41.813799748,-87.747146583
2423,72000,6,278,41.739173407,-87.553590879
2422,16500,6,278,41.701619808,-87.629633892
2419,44400,5,277,41.776938959,-87.673843024
2420,31920,5,277,41.785928964,-87.64250686
2418,9300,5,277,41.851958307,-87.627067195
2417,70620,4,276,41.713991727,-87.660883927
2416,59400,3,275,41.902030912,-87.692771799
2415,19800,3,275,41.72242751,-87.578643769
2413,62280,2,274,41.869904019,-87.71837099
2412,11400,2,274,41.795190255,-87.625714154
2414,6960,2,274,41.768345277,-87.64325273
2410,61680,1,273,41.810285807,-87.746899844
2409,51000,1,273,41.875692267,-87.73775424
2411,32400,1,273,41.859836913,-87.70296877
2408,65400,0,272,41.753382541,-87.579366054
2407,61500,0,272,41.722324071,-87.536493892
2405,2400,6,271,41.774716901,-87.682165778
2406,2100,6,271,41.683941698,-87.619982361
2404,30300,5,270,41.953868661,-87.712130888
2403,6240,4,269,41.771279158,-87.671272567
2401,69240,3,268,41.682322751,-87.649360016
2400,67200,3,268,41.726959614,-87.574249663
2402,22800,3,268,41.797145336,-87.651312741
2398,5700,3,268,41.87751408,-87.689377794
2399,84180,2,267,41.864089641,-87.706822118
2395,16560,1,266,41.79183103,-87.641446053
2397,10920,1,266,41.844067158,-87.737702642
2396,9660,1,266,41.770683034,-87.571531227
2393,85560,6,264,41.811167368,-87.618609207
2394,36180,6,264,41.760415736,-87.604819536
2390,83400,5,263,41.756208972,-87.57975445
2392,12900,5,263,41.953926688,-87.707152575
2391,11280,5,263,41.903700111,-87.644078325
2389,75300,4,262,41.806422576,-87.657614802
2388,70560,3,261,41.788274594,-87.62392379
2386,55080,1,259,41.88117946,-87.685308968
2387,42300,1,259,41.776149426,-87.641779604
2381,33300,6,257,41.874839386,-87.755596069
2383,29220,6,257,41.734623235,-87.573232495
2384,20340,6,257,41.804960221,-87.660010567
2382,1200,6,257,41.776785114,-87.67142858
2380,74700,5,256,41.750187225,-87.661008365
2379,16200,4,255,41.737150055,-87.650943966
2385,12600,4,255,41.892399066,-87.633144732
2378,960,4,255,41.907585987,-87.764294058
2376,62340,3,254,41.822736608,-87.633214487
2377,44880,3,254,41.894372568,-87.745786011
2375,45600,2,253,41.761594979,-87.577089059
2374,5400,1,252,41.765730101,-87.683272019
2372,81000,0,251,41.793565073,-87.634137122
2373,72900,0,251,41.711873264,-87.615102827
2371,12900,0,251,41.780803643,-87.702309848
2370,12000,6,250,41.901279062,-87.768049083
2369,58140,5,249,41.902805465,-87.709342084
2368,900,5,249,41.864197247,-87.665057703
2367,6600,4,248,41.745336678,-87.544282048
2366,31800,3,247,41.713353279,-87.653587393
2365,4200,3,247,41.793726589,-87.660260171
2364,840,3,247,41.770116488,-87.616986567
2363,25020,1,245,41.881858277,-87.724091496
2362,61200,0,244,41.843656863,-87.734267647
2361,60420,0,244,41.968783627,-87.731747188
2359,26700,6,243,41.749464866,-87.658564262
2358,18000,6,243,41.921333358,-87.69367009
2357,7740,6,243,41.861553084,-87.660110993
2356,77400,5,242,41.79943066,-87.672801949
2355,71160,4,241,41.804628656,-87.628078719
2352,57180,3,240,41.878365469,-87.763227771
2353,26040,3,240,41.76287055,-87.645565614
2354,7200,3,240,41.898025778,-87.717620081
2351,30900,2,239,41.822967958,-87.641048569
2350,30900,2,239,41.822967958,-87.641048569
2346,30900,2,239,41.822967958,-87.641048569
2348,30900,2,239,41.822967958,-87.641048569
2347,30900,2,239,41.822967958,-87.641048569
2349,30900,2,239,41.822967958,-87.641048569
2345,22620,1,238,41.761170257,-87.623203459
2344,18300,1,238,41.802518687,-87.643964462
2343,67200,6,236,41.779960201,-87.632099778
2342,10380,6,236,41.862928711,-87.708312909
2341,7500,6,236,41.821373409,-87.704494475
2340,71700,3,233,41.84809924,-87.626962834
2339,24000,3,233,41.94044477,-87.654124986
2338,78120,2,232,41.766008554,-87.592791845
2337,68400,2,232,41.856654317,-87.684378305
2336,12480,2,232,41.681578929,-87.630690604
2335,59400,1,231,41.923719259,-87.642709079
2333,3900,0,230,41.89446667,-87.661363168
2332,86100,6,229,41.877652981,-87.748153375
2331,1200,6,229,41.871023358,-87.699635233
2334,44280,5,228,41.870551383,-87.730220215
2360,71100,3,226,41.781258196,-87.61564898
2330,33000,3,226,41.744560242,-87.639124916
2329,5400,3,226,41.860151302,-87.694309579
2327,60,3,226,41.774380419,-87.60336008
2328,85320,2,225,41.801573432,-87.646050456
2326,74700,1,224,41.779071076,-87.660556431
2325,43800,5,221,41.880454343,-87.748590503
2323,10200,5,221,41.909400243,-87.763804028
2324,9540,5,221,41.909400243,-87.763804028
2322,2940,5,221,41.865154549,-87.713930253
2321,64200,4,220,41.744279918,-87.652356197
2320,18300,4,220,41.863766413,-87.716564859
2319,9000,4,220,41.792368121,-87.653262932
2318,7500,3,219,41.727503622,-87.606173276
2317,82800,2,218,41.793246315,-87.646348449
2316,64800,1,217,41.690994663,-87.699589272
2315,74100,0,216,41.703448947,-87.628969433
2314,37920,6,215,42.011425365,-87.673740809
2313,37200,6,215,41.769860279,-87.662742186
2310,84300,2,211,41.830093485,-87.619312348
2311,27600,2,211,41.686091626,-87.627720001
2309,8400,2,211,41.922802688,-87.714412897
2307,8400,2,211,41.922802688,-87.714412897
2308,8400,2,211,41.922802688,-87.714412897
2306,83160,1,210,41.810364089,-87.619619528
2305,72300,1,210,41.841350479,-87.626860911
2304,30420,1,210,36.619446395,-91.686565684
2303,85560,0,209,41.751257054,-87.606836094
2302,9660,6,208,41.791797406,-87.697852914
2301,70920,5,207,41.780397667,-87.606668585
2300,18600,5,207,41.851951229,-87.691807185
2299,82620,4,206,41.775519362,-87.654390481
2298,77100,4,206,41.879753885,-87.726248634
2297,85200,3,205,41.9017884,-87.745960471
2295,28800,3,205,41.791778368,-87.652381741
2296,14400,3,205,41.75064436,-87.613699651
2312,32400,2,204,36.619446395,-91.686565684
2294,54300,1,203,41.899519249,-87.721326693
2293,39900,1,203,41.882061165,-87.689354173
2292,1860,1,203,41.893693705,-87.70968421
2291,64260,0,202,41.849193844,-87.693882777
2290,23820,0,202,41.898412305,-87.692958562
2289,70200,6,201,41.859820509,-87.641936044
2285,56940,6,201,41.904569005,-87.765742493
2287,9480,6,201,41.896683946,-87.764460636
2288,9420,6,201,41.896683946,-87.764460636
2286,8880,6,201,41.823536688,-87.616989442
2284,81300,3,198,41.782119791,-87.664282719
2283,79500,3,198,41.934673099,-87.784913934
2282,76500,2,197,41.756495635,-87.571207919
2281,9000,2,197,41.876040043,-87.690780555
2280,81000,1,196,41.92215647,-87.71365852
2279,79320,1,196,41.968890414,-87.668042567
2278,43200,1,196,41.690382783,-87.655367009
2277,17100,1,196,41.74947481,-87.603616657
2276,5160,1,196,41.892602831,-87.715005706
2275,19800,0,195,41.780113164,-87.699515501
2274,19620,0,195,41.92652984,-87.639151006
2271,72180,6,194,41.807790486,-87.662511822
2273,9360,6,194,41.747538248,-87.550393151
2272,84600,5,193,41.651431329,-87.527258234
2270,23400,5,193,41.864276797,-87.659884176
2269,46800,4,192,41.695691747,-87.622005542
2268,2760,4,192,41.746537383,-87.719366496
2267,86340,3,191,41.923820753,-87.776018796
2266,79380,3,191,41.96450654,-87.65097573
2265,69300,3,191,41.876137252,-87.728904577
2264,8820,1,189,41.758924781,-87.572102799
2262,75120,5,186,41.882055896,-87.689883023
2263,72420,5,186,41.776678107,-87.662913135
2261,63360,5,186,41.77650004,-87.676267196
2256,45300,5,186,41.652077908,-87.595327716
2252,43500,5,186,41.885344929,-87.710044514
2260,40200,5,186,41.861559271,-87.65976218
2259,32400,5,186,41.726402869,-87.60094348
2258,14580,5,186,41.755294005,-87.635630161
2257,10140,5,186,41.904058571,-87.663848716
2255,8700,5,186,41.872216579,-87.732730653
2254,42000,4,185,41.804218207,-87.72267461
2253,5460,4,185,41.858459889,-87.71519523
2250,84060,1,182,42.020154788,-87.669488362
2249,65820,1,182,41.924593559,-87.717779937
2251,36000,1,182,41.899540054,-87.640009077
2245,31500,1,182,41.768857737,-87.571479508
2248,18840,1,182,41.966244072,-87.658013415
2247,15000,1,182,41.890013254,-87.631620927
2246,10800,1,182,41.820921514,-87.628541987
2807375,58200,6,180,41.711877568,-87.683602473
2244,34500,6,180,41.804628656,-87.628078719
2243,85140,5,179,41.752555515,-87.580889297
2242,83700,5,179,41.752555515,-87.580889297
2237,61200,5,179,41.900425627,-87.754829193
2241,42000,5,179,41.919584935,-87.707047511
2240,67740,4,178,41.882184564,-87.768599327
2239,37800,4,178,41.851260978,-87.70645548
2236,47220,3,177,41.852051628,-87.627069839
2235,47220,3,177,41.852051628,-87.627069839
2238,70200,2,176,41.728831589,-87.594940798
2234,59520,2,176,41.997034361,-87.664173711
2232,5760,2,176,41.72820273,-87.665274733
2231,3780,2,176,41.809403508,-87.61520286
2230,52080,1,175,41.911145069,-87.690906202
2233,44400,1,175,41.89449469,-87.722384717
2229,4020,1,175,41.794035506,-87.663814097
2223,72600,0,174,41.823526685,-87.703314047
2227,3000,0,174,41.971104361,-87.710992634
2228,12900,6,173,41.953276054,-87.669021112
2226,85140,5,172,41.877682595,-87.745891179
2225,77400,5,172,36.619446395,-91.686565684
2224,43680,4,171,41.989329827,-87.695715451
2222,19800,3,170,41.899855143,-87.658349733
2220,3600,2,169,41.809319445,-87.702793026
2219,2580,2,169,41.862491347,-87.707116723
2221,84540,1,168,41.92283537,-87.772033137
2218,51600,1,168,41.673548119,-87.616769902
2217,24600,1,168,41.87620104,-87.710034228
2216,67800,0,167,41.680445955,-87.64025373
2214,1740,0,167,41.759624544,-87.602959229
2213,71820,6,166,41.729042916,-87.574305734
2215,66000,6,166,41.911438575,-87.747315846
2212,13800,6,166,41.822125501,-87.704523804
2210,74400,5,165,41.76297867,-87.580518283
2211,4140,5,165,41.975228142,-87.658403947
2209,80460,4,164,41.777242393,-87.652007599
2208,84180,3,163,41.901766849,-87.717745768
2207,82920,1,161,41.884682508,-87.752775164
2206,20880,0,160,41.851431857,-87.732260776
2205,33300,5,158,41.873578134,-87.764614167
2203,78660,4,157,41.925491564,-87.688888199
2204,70500,4,157,41.881391643,-87.686437851
2202,14400,4,157,41.851439898,-87.632934603
2201,7200,3,156,41.737864176,-87.710479691
2200,7200,3,156,41.791684353,-87.64995149
2199,83700,2,155,41.991467436,-87.658258163
2198,73080,2,155,41.866449708,-87.701314136
2197,65400,2,155,41.881909514,-87.70457695
2195,71700,0,153,41.899716345,-87.727444394
2196,41280,0,153,41.773007423,-87.575261338
2194,23400,6,152,41.790045001,-87.647479047
2191,60900,5,151,41.906507389,-87.639055705
2192,57600,5,151,41.932844752,-87.681361048
2190,11100,5,151,41.88036556,-87.700273687
2189,5160,5,151,41.894736579,-87.773608838
2188,8220,4,150,41.883093236,-87.75761124
2186,16920,3,149,41.794997467,-87.662183171
2185,18000,1,147,41.766029124,-87.580753875
2184,75660,0,146,41.846220209,-87.715144238
2183,79320,6,145,41.901612109,-87.763807122
2182,55740,6,145,41.973286475,-87.656747535
2181,22800,6,145,41.781759361,-87.635977634
2180,76380,5,144,41.749541695,-87.560135043
2178,56640,5,144,41.966929957,-87.678351418
2179,36960,5,144,41.731507477,-87.653212848
2177,2100,4,143,41.707111936,-87.627515832
2176,55560,3,142,41.894951594,-87.752256111
2175,49800,3,142,41.973263481,-87.658435722
2173,11880,3,142,41.903004933,-87.648056748
2172,24840,2,141,41.813275228,-87.631109237
2187,61200,1,140,41.770757388,-87.612397133
2170,54720,1,140,41.670016883,-87.62842629
2169,45600,1,140,41.903775911,-87.731255792
2171,36000,1,140,41.859926121,-87.71279867
2168,28800,1,140,41.651880365,-87.599622085
2167,23700,1,140,41.67730359,-87.626271257
2174,11700,1,140,,
2165,6960,1,140,41.80264292,-87.651445162
2166,53880,0,139,41.856048975,-87.727280428
2162,76560,6,138,41.846557565,-87.652047049
2164,53100,6,138,41.67501684,-87.61773094
2161,49500,6,138,41.73522457,-87.661831252
2163,46200,6,138,41.894307857,-87.712620235
2159,8400,5,137,41.798791345,-87.625810234
2160,6600,5,137,41.73522457,-87.661831252
2158,68340,4,136,41.932076251,-87.700468225
2157,38700,4,136,41.897198354,-87.699207567
2155,32460,4,136,41.780336696,-87.671509382
2153,15000,4,136,41.77013416,-87.637272952
2154,24600,3,135,41.659147837,-87.604436014
2152,61200,2,134,41.847505056,-87.705126824
2156,68100,1,133,41.879172555,-87.710952739
2151,17400,1,133,41.742545214,-87.664451864
2150,8100,1,133,41.885012481,-87.749118161
2149,46380,0,132,41.8750661,-87.720451155
2148,8280,6,131,41.919605467,-87.705279945
2147,2640,6,131,41.853685389,-87.670981337
2146,79440,5,130,41.920994989,-87.77561715
2145,3600,5,130,41.775623038,-87.625196061
2193,43920,3,128,41.680522215,-87.559329161
2144,18900,3,128,41.904791152,-87.692689106
2143,1080,3,128,42.009517386,-87.674084319
2142,70680,2,127,41.768339212,-87.589509897
2141,46380,2,127,41.80955005,-87.643137128
2139,10200,2,127,41.766249991,-87.575527839
2140,24780,1,126,41.776151397,-87.641651267
2138,11700,6,124,41.725364578,-87.596075811
2137,1500,6,124,41.76502562,-87.655861035
2136,5340,4,122,41.680462979,-87.637167565
2135,15600,3,121,41.841873794,-87.724485623
2134,23700,2,120,41.892563186,-87.707686182
2133,75600,1,119,41.886527121,-87.697425462
2131,60,0,118,41.837994453,-87.713395906
2130,4140,6,117,41.704122615,-87.642749722
2126,78900,5,116,41.860229103,-87.71402184
2129,73620,5,116,41.774552486,-87.592939195
2128,47400,5,116,41.806823145,-87.66181034
2132,32400,5,116,41.836893508,-87.72355671
2127,17460,5,116,41.861553084,-87.660110993
2124,1380,5,116,41.898476071,-87.698015846
2125,81600,4,115,41.711355961,-87.602696494
2123,31140,4,115,41.764114864,-87.600045579
2119,57000,3,114,41.780629799,-87.666670374
2120,55800,3,114,41.780629799,-87.666670374
2118,50100,3,114,41.860358116,-87.714027937
2122,32400,3,114,41.835259466,-87.643774682
2117,25200,3,114,41.969388501,-87.762056504
2116,6300,3,114,41.72845023,-87.663477083
2115,60,3,114,41.689997885,-87.613292249
2114,8100,2,113,41.756746208,-87.606055842
2113,31200,0,111,41.828461793,-87.621708079
2112,8760,0,111,41.756614534,-87.561475851
2111,47160,6,110,41.664462807,-87.621379529
2110,19320,6,110,41.893179294,-87.634638401
2109,62100,5,109,41.78208323,-87.686164728
2108,22200,5,109,41.879783007,-87.773012281
2105,17100,5,109,41.802059097,-87.619047858
2104,16500,5,109,41.802059097,-87.619047858
2107,7200,5,109,41.879783007,-87.773012281
2106,6480,5,109,41.802059097,-87.619047858
2103,33600,4,108,41.776902341,-87.648356001
2102,76200,3,107,41.779601696,-87.655121021
2101,73800,3,107,41.859905436,-87.727427561
2100,62100,3,107,41.91802282,-87.70894401
2121,59400,3,107,41.941034149,-87.639335535
2099,4980,3,107,41.852381545,-87.711164811
2098,77640,2,106,41.904712828,-87.736202549
2097,29580,2,106,41.921912337,-87.712661421
2096,4680,2,106,41.946153461,-87.705350272
2095,30000,1,105,41.757268307,-87.559122372
2094,82500,5,102,41.878340385,-87.709818824
2093,45840,5,102,41.840335874,-87.704914374
2092,2940,5,102,41.858883634,-87.65463635
2091,21900,4,101,41.854952592,-87.706562587
2090,2400,3,100,41.872672629,-87.726561649
2089,2400,2,99,36.619446395,-91.686565684
2088,69960,1,98,41.878028456,-87.721726402
2086,84120,6,96,36.619446395,-91.686565684
2087,52500,6,96,41.782541721,-87.649714926
2085,32400,5,95,41.749130048,-87.55891234
2083,3360,4,94,41.736855332,-87.556960404
2082,81000,3,93,41.895274156,-87.684384164
2081,74640,2,92,41.899965886,-87.723779821
2084,55200,2,92,41.939682201,-87.66966577
2080,82200,1,91,41.850643094,-87.695413585
2079,22500,1,91,41.764994683,-87.658064336
2078,4560,1,91,41.684036765,-87.639091294
2074,30600,5,88,41.882073709,-87.711042097
2075,7440,5,88,41.90915891,-87.651058517
2076,4800,5,88,41.755912107,-87.612614608
2077,10200,4,87,41.744530349,-87.560913384
2073,900,3,86,41.854981074,-87.728248551
2072,62400,1,84,41.924641532,-87.713943144
2070,72120,0,83,41.769027125,-87.591067222
2069,51600,0,83,41.774234061,-87.648677676
2068,82140,6,82,41.769687895,-87.653025985
2067,52920,6,82,41.937600119,-87.743187824
2071,22500,6,82,41.780252316,-87.614974583
2066,12600,6,82,41.783958765,-87.697186003
2065,11520,6,82,41.783958765,-87.697186003
2064,8520,6,82,41.841814888,-87.719605208
2063,6600,6,82,41.917366799,-87.747448999
2062,81840,5,81,41.972402958,-87.65490716
2061,9900,5,81,41.849292066,-87.711268156
2060,67800,3,79,41.731376967,-87.658072166
2059,18000,3,79,41.844073188,-87.626926379
2057,66900,2,78,41.880712231,-87.726882186
2058,61500,2,78,41.922225889,-87.760313109
2055,52800,2,78,41.877931554,-87.729342994
2056,50880,2,78,41.69884676,-87.578824332
2054,26580,1,77,41.91739113,-87.70784055
2052,41820,0,76,41.747412602,-87.701108837
2047,84240,5,74,41.862005973,-87.709199278
2053,73200,5,74,41.754616453,-87.561441152
2051,57480,5,74,41.731232529,-87.66293161
2050,40740,5,74,41.793019969,-87.67184098
2048,10800,5,74,41.702772017,-87.562416748
2049,9000,5,74,41.88567708,-87.7295822
2046,82680,4,73,42.003538279,-87.671305719
2043,82140,4,73,41.662543269,-87.641397268
2044,5400,4,73,41.891818421,-87.71406937
2040,55920,2,71,41.885388355,-87.706929899
2045,35700,2,71,41.92775783,-87.659176493
2041,28800,2,71,41.82753542,-87.684951324
2042,23400,2,71,41.746183409,-87.679577592
2038,82800,0,69,41.771491244,-87.588483694
2037,11100,0,69,41.798984515,-87.647710137
2036,59100,4,66,41.95394778,-87.703483391
2039,32400,4,66,41.923963114,-87.715360755
2035,7620,4,66,41.90240466,-87.718984915
2034,9300,3,65,41.95394778,-87.703483391
2033,1140,2,64,41.840059644,-87.72808455
2032,80880,1,63,41.909784344,-87.73412735
2031,16500,0,62,41.972579335,-87.718369854
2030,11700,6,61,41.899540054,-87.640009077
2029,9360,6,61,41.848057191,-87.711782945
2028,48600,5,60,41.677135133,-87.641885243
2027,25200,5,60,41.784095095,-87.686217828
2026,15000,5,60,41.762955269,-87.676456719
2024,84600,4,59,41.802446366,-87.648850549
2023,40500,3,58,41.905161862,-87.765762957
2022,77400,2,57,41.756512772,-87.552911904
2021,74340,2,57,41.855718806,-87.684428141
2020,65700,2,57,41.803263436,-87.655671106
2019,47580,2,57,41.838251375,-87.630751846
2018,19800,6,54,41.77204147,-87.676426344
2017,15600,5,53,41.845537336,-87.711161395
2016,43680,4,52,41.896808493,-87.749363277
2015,15000,3,51,41.745210123,-87.600161796
2014,81300,2,50,41.702997566,-87.62340447
2013,29400,2,50,41.751750447,-87.650133356
2008,70620,1,49,41.907036928,-87.664467832
2012,69960,1,49,41.901650581,-87.729964379
2011,49200,0,48,36.619446395,-91.686565684
2010,40680,0,48,41.906406622,-87.763320005
2592898,8755,0,48,41.850228119,-87.623738843
2009,2880,6,47,41.751499525,-87.584756939
2007,67800,4,45,41.908252943,-87.757161136
2025,47220,1,42,41.818450351,-87.606748479
2006,7200,6,40,41.760583068,-87.564793
2005,83700,4,38,41.840106225,-87.724436322
2004,79500,4,38,41.985500167,-87.657089031
2003,76020,3,37,41.785677389,-87.687474262
2002,59400,3,37,41.922809197,-87.714093149
2001,58140,3,37,41.804921044,-87.633258101
